Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,Column2,D,Direct Emitter
MASSPORT LOGAN AIRPORT,1006452,East Boston,MA,2128,ONE HARBORSIDE DRIVE,Suffolk,42.36812,-71.00941,488190,C,Other,28524.35,28486.5,15.5,22.35,,,,,,,,,,28524.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MASSPOWER,1007435,Indian Orchard,MA,1151,750 WORCESTER ST,Hampden,42.156,-72.5292,221112,"C,D",Power Plants,391415.2,391017.9,181.25,216.05,,,,,,,,,,237.9,391177.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MAUI ELECTRIC CO (MECO) - KAHULUI GENERATING STATION,1001437,Kahului,HI,96732,200 HOBRON LANE,Maui,20.896806,-156.462889,221112,C,Power Plants,112877.352,112497.2,112.25,267.902,,,,,,,,,,112877.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MAUI ELECTRIC CO (MECO) - MAALAEA GENERATING STATION,1001438,Kihei,HI,96753,1000 NORTH KIHEI ROAD,Maui,20.801363,-156.49269,221112,C,Power Plants,490195.222,488518.2,495.75,1181.272,,,,,,,,,722.1,490195.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MAUI ELECTRIC CO (MECO) - PALAAU GENERATING STATION,1007188,Kaunakakai,HI,96748,32A ULILI STREET,Maui,21.10602,-157.06392,221112,C,Power Plants,23520.27,23439.9,23.75,56.62,,,,,,,,,,23520.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MAYO MEDICAL CENTER - ROCHESTER,1006685,Rochester,MN,55905,200 1st St. SW,Olmsted,44.022152,-92.466615,621111,C,Other,70975.926,70901.6,33.5,40.826,,,,,,,,,,70975.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MAYPEARL CMP STN,1003332,Maypearl,TX,76064,2 MI SW OF MAYPEARL ON FM 916 BETWEEN GAS PLANT RD AND BRINKLEY RD,Ellis,32.2936,-97.0397,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,30494.596,14556.3,15930.25,8.046,,,,,,,,,,14552.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MBI NGLP Mont Belvieu Plant,1005045,Mont Belvieu,TX,77580,9900 FM1942,Chambers,29.848405,-94.890932,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",154149.77,153843.6,219.75,86.42,,,,,,,,,,152891.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MC 254 A-Delta House,1011942,Offshore,LA,0,,,28.75448,-88.26732,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,53280.19,48803.6,4341,135.59,,,,,,,,,,28603.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MC 365 A (Corral),1009922,Offshore,LA,0,,,28.600964,-89.31131,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,37961.604,25246.8,12700.5,14.304,,,,,,,,,,25272.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MC 773 A (Devils Tower),1010221,Offshore,LA,0,,,28.20876,-88.73474,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,78531.434,41360.2,37146.5,24.734,,,,,,,,,,41380.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MC 807 A,1002679,Offshore,LA,0,,,28.169524,-89.222876,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,138640.306,131074,7410.75,155.556,,,,,,,,,,116909.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MC 807 B,1011639,Offshore,LA,0,,,28.159885,-89.239127,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,101239.434,96536.7,4566.25,136.484,,,,,,,,,,80036.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MC 809 A,1002569,Offshore,LA,0,,,28.15402604,-89.10355357,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,225895.654,219382.8,6282.5,230.354,,,,,,,,,,198894.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"MC Mining, LLC",1010062,West Pikeville,KY,41501,4126 Hwy 194,Pike,37.529385,-82.518584,212112,FF,Other,37599.25,,37599.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37599.25,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MC941,1011332,Offshore,LA,0,,,28.0202,-89.0604,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,36528.138,34821.6,1630.25,76.288,,,,,,,,,,25913.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCALISTER COMPRESSOR STATION,1001578,Rhome,TX,76078,,Wise,33.0691,-97.4828,486210,C,Petroleum and Natural Gas Systems,49046.716,48996.3,23,27.416,,,,,,,,,,49046.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCCAIN FOODS POTATO FACILITY,1002283,Easton,ME,4740,319 RICHARDSON ROAD,Aroostook,46.663611,-67.903889,311411,"C,II","Other,Waste",21331.122,19798.7,1491,41.422,,,,,,,,,7529,19861.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469.25,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCCAIN FOODS USA INC,1002284,Plover,WI,54467,HWY 54 AND 110TH ST.,Portage,44.454601,-89.540802,311411,"C,II","Other,Waste",43263.142,42593.9,638.25,30.992,,,,,,,,,1984,42647.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.25,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCCAIN FOODS USA INC,1002285,Burley,ID,83318,218 WEST HIGHWAY 30,Cassia,42.535355,-113.844055,311411,"C,II","Other,Waste",46724.584,44587.5,2090,47.084,,,,,,,,,6141,44665.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059.5,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCCAIN FOODS USA INC,1002287,Othello,WA,99344,100 LEE STREET,Adams,46.839167,-119.174722,311411,"C,II","Other,Waste",77565.956,38078,39466.5,21.456,,,,,,,,,,38117.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,39448.5,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCCARTY ROAD LANDFILL TX,1006899,Houston,TX,77078,5757 OATES RD,Harris,29.82202,-95.24209,562212,HH,Waste,240070.75,,240070.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240070.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCFS-CONWAY FRACTIONATOR,1002255,Mcpherson,KS,67460,1407 5TH AVENUE,Mcpherson,38.3775,-97.833056,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",169486.018,167880.1,1511.75,94.168,,,,,,,,,,167109.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCGILL ROAD C & D LANDFILL,1007580,Jackson,MI,49201,3895 MCGILL RD,Jackson,42.294814,-84.358853,562212,"C,HH",Waste,9840.6,674.1,9166.5,,,,,,,,,,,674.1,,,,,,,,,,,,,,,,,,,,,,,,,,,9166.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCKAY BAY FACILITY,1004572,Tampa,FL,33605,107 NORTH 34TH ST,Hillsborough,27.949167,-82.420833,562213,C,Waste,126686,120312,2500,3874,,,,,,,,,164050,126686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCKEAN CNTY LDFL,1005530,Kane,PA,16735,19 NESS LN,Mckean,41.665943,-78.637962,562212,"C,HH",Waste,5379.95,62.2,5317.75,,,,,,,,,,,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,5317.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCKINNEY LANDFILL,1006291,Mckinney,TX,75069,500 OLD MILL RD,Collin,33.169167,-96.615,562212,HH,Waste,57171.25,,57171.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57171.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCKITTRICK LIMITED,1002541,Bakersfield,CA,93308,34759 LENCIONI AVE,Kern,35.44675,-119.08652,221112,C,Power Plants,30590.984,30559.2,14.5,17.284,,,,,,,,,,30590.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MCMINN COUNTY LANDFILL,1007988,Athens,TN,37303,391 County Road 750,Mcminn,35.3881,-84.5856,562212,HH,Waste,33165.5,,33165.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33165.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEAD JOHNSON NUTRITION,1005447,Evansville,IN,47721,2400 W LLOYD EXPY,Vanderburgh,37.97775,-87.60058,311511,C,Other,11835.516,11751.3,27,57.216,,,,,,,,,14064,11835.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEADOW BRANCH LANDFILL,1003269,Athens,TN,37303,233 COUNTY ROAD 166,Mcminn,35.482048,-84.679091,562212,HH,Waste,212251.5,,212251.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212251.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEADOWFILL LANDFILL,1007667,Bridgeport,WV,26330,1488 Dawson Drive,Harrison,39.33861,-80.25694,562212,"C,HH",Waste,56572.972,1749.3,54819.5,4.172,,,,,,,,,,1755.222,,,,,,,,,,,,,,,,,,,,,,,,,,,54817.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEDICAL AREA TOTAL ENERGY PLANT,1000580,Boston,MA,2215,474 BROOKLINE AVE,Suffolk,42.336667,-71.108333,221330,C,Power Plants,236893.37,236612.7,119.75,160.92,,,,,,,,,,236893.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEDICAL CENTER COMPANY,1001921,Cleveland,OH,44106,2250 CIRCLE DR,Cuyahoga,41.50347,-81.60411,221330,C,Power Plants,137259.178,136299.2,353.25,606.728,,,,,,,,,,137259.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEDORA SANITARY LANDFILL,1003240,Medora,IN,47260,546 COUNTY ROAD 870 WEST,Jackson,38.867069,-86.199905,562212,"C,HH",Waste,197925.9,18.4,197907.5,,,,,,,,,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,197907.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEMPHIS CELLULOSE LLC,1006466,Memphis,TN,38108,1001 TILLMAN ST.,Shelby,35.158444,-89.966754,322121,C,Pulp and Paper,34995.916,34959.2,16.75,19.966,,,,,,,,,,34995.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MENOMINEE LANDFILL,1007755,Menominee,MI,49858,W6111 ELMWOOD RD,Menominee,45.1882,-87.6383,562212,"C,HH",Waste,75177.9,306.9,74871,,,,,,,,,,,306.9,,,,,,,,,,,,,,,,,,,,,,,,,,,74871,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"MEP Atlanta Station 2, TX",1002931,Atlanta,TX,75551,1034 County Road 4223,Cass,33.056563,-94.186809,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,47492.336,43550.4,3917.5,24.436,,,,,,,,,,43590.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"MEP Station 3 Perryville, LA",1002409,Farmerville,LA,71241,545 Mashaw Dr.,Union,32.72533,-92.25085,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,65362.058,64211,1115,36.058,,,,,,,,,,64276.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"MEP Station 4 Vicksburg, MS",1002849,Edwards,MS,39066,4585 SMITH STATION ROAD,Hinds,32.274447,-90.668333,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,12633.262,10345.1,2282.5,5.662,,,,,,,,,,10352.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEPI Gt Facility,1001168,Joppa,IL,62953,2200 PORTLAND ROAD,Massac,37.2175,-88.8658,221112,"C,D",Power Plants,915.1,915.1,,,,,,,,,,,,3.5,911.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MERAUX REFINERY,1007059,Meraux,LA,70075,2500 EAST SAINT BERNARD HIGHWAY,St. Bernard Parish,29.930278,-89.943889,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",614829.64,608926.5,3912.5,1990.64,,,,,,,,,,566486.184,,,,,,,,,,,,,,,,,,,48343.456,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ US INTERNATIONAL INC,1004249,Vance,AL,35490,1 MERCEDES DRIVE,Tuscaloosa,33.18589,-87.26077,336111,C,Other,49166.064,49115.1,23.25,27.714,,,,,,,,,,49166.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MERCER COUNTY LANDFILL,1000425,Princeton,WV,24740,749 FRONTAGE ROAD,Mercer,37.330936,-81.128991,562212,HH,Waste,39853.25,,39853.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39853.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MERCER LIME CO,1005030,Slippery Rock,PA,16057,560 BRANCHTON RD,Butler,41.074885,-79.983538,327410,"C,S",Minerals,174120.55,173462.6,240.75,417.2,,,,,,,,,,89216.15,,,,,,,,,,,,,,84904.4,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MERCK SHARP & DOHME CORP - Stonewall Plant,1003595,Elkton,VA,22827,2778 SOUTH EASTSIDE HIGHWAY,Rockingham,38.38433,-78.65199,325412,C,Chemicals,48643.816,48593.4,23,27.416,,,,,,,,,,48643.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MERCK SHARP & DOHME CORP. - RAHWAY,1003261,Rahway,NJ,7065,126 EAST LINCOLN AVENUE,Union,40.612743,-74.260921,325412,C,Chemicals,72589.638,72507.4,35.75,46.488,,,,,,,,,,72589.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MERCK SHARP & DOHME CORP.-UNION,1007268,Union,NJ,7083,1011 MORRIS AVE,Union,40.685435,-74.231063,541711,C,Other,8145.32,8137.1,3.75,4.47,,,,,,,,,,8145.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MERCURY MARINE FOND DU LAC COMPLEX,1003063,Fond Du Lac,WI,54936,W6250 PIONEER RD,Fond Du Lac,43.761089,-88.464103,333618,C,Other,35051.784,35008.8,18.25,24.734,,,,,,,,,,35051.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MERIT ENERGY CO BRADY GAS PLANT,1004966,Rock Springs,WY,82901,,Sweetwater,41.38719,-108.74324,211111,"C,UU",Petroleum and Natural Gas Systems,1261.596,1260.5,0.5,0.596,,,,,,,,,,1261.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MERIT ENERGY COMPANY-KALKASKA GAS PLANT,1003319,Kalkaska,MI,49646,1080 PROUGH RD SW,Kalkaska,44.69603,-85.20069,211111,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",53298.618,44010.5,9261,27.118,,,,,,,,,,37987.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MESA COUNTY LANDFILL,1006977,Grand Junction,CO,81503,3071 COLO HWY 50,Mesa,39.01261,-108.49194,562212,HH,Waste,80103.25,,80103.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80103.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MESABI NUGGET DELAWARE LLC,1005144,Aurora,MN,55705,6500 Hwy 135 N,St. Louis,47.586907,-92.234192,331111,"C,Q",Metals,89080.748,89080.2,0.25,0.298,,,,,,,,,,268.148,,,,,,,,,,,,88812.6,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MESQUITE CREEK LANDFILL,1007893,New Braunfels,TX,78130,1000 KOHLENBERG RD,Comal,29.740436,-98.026688,562212,"C,HH",Waste,53798.294,,53745.25,53.044,,,,,,,,,14670.6,75.544,,,,,,,,,,,,,,,,,,,,,,,,,,,53722.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
METRO METHANE RECOVERY FACILITY,1007727,Mitchellville,IA,50169,12161 12TH AVE NE,Polk,41.600723,-93.344691,562212,"C,HH",Waste,44753.08,1975.9,42580.5,196.68,,,,,,,,,55102.7,2257.33,,,,,,,,,,,,,,,,,,,,,,,,,,,42495.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
METROPOLITAN AIRPORTS COMMISSION,1005105,Minneapolis,MN,55450,6040 28TH AVENUE SOUTH,Hennepin,44.893089,-93.232433,488119,C,Other,25142.652,25116.3,11.75,14.602,,,,,,,,,,25142.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"METTIKI COAL, LLC",1001644,Oakland,MD,21550,293 TABLE ROCK ROAD,Garrett,39.26297,-79.428479,212112,C,Other,41273.448,40979.4,107.5,186.548,,,,,,,,,,41273.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEWBOURN GAS PLANT,1006131,Gilcrest,CO,80623,18455 WELD COUNTY RD 35,Weld,40.266583,-104.734944,211112,"C,W-PROC",Petroleum and Natural Gas Systems,231255.8698,229470.4295,1696.4575,88.9828,,,,,,,,,,158518.3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEXIA LANDFILL,1002469,Mexia,TX,76667,3048 LCR 460,Limestone,31.61294,-96.503316,562212,HH,Waste,4080.5,,4080.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MEXICHEM FLUOR INC.,1006675,Saint Gabriel,LA,70776,4990B ICI ROAD,Iberville,30.235778,-91.096005,325120,"C,L,OO","Chemicals,Industrial Gas Suppliers",58571.268,35134.7,16.5,19.668,23400.4,,,,,,,,,35170.868,,,,,,,,23400.4,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MGM RESORTS INTERNATIONAL,1006611,Las Vegas,NV,89158,4882 Frank Sinatra Dr,Clark,36.103484,-115.179837,721120,C,Other,132200.352,132063.9,62.25,74.202,,,,,,,,,,132200.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"MGPI Processing, Inc.",1002865,Atchison,KS,66002,1300 MAIN STREET,Atchison,39.561,-95.1333,312140,"C,II","Other,Waste",139445.976,139073.9,294,78.076,,,,,,,,,,139217.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.5,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"MGPI of Indiana, LLC",1004530,Lawrenceburg,IN,47025,7 RIDGE AVE,Dearborn,39.098667,-84.860861,312140,"C,PP","Other,Suppliers of CO2",83747.384,83660.8,39.5,47.084,,,,,,,,,,83747.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MGT CS Petersburg 2110,1003999,Cato,IN,47598,State Road 56 East,Pike,38.388616,-87.202099,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,12889.914,9547.8,3336.75,5.364,,,,,,,,,,9556.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MGT CS Portland 2101,1004000,Portland,TN,37148,220 TGT ROAD,Sumner,36.6202,-86.5634,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,22853.454,12142.6,10704,6.854,,,,,,,,,,12152.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MGT Potomac 2118,1004002,Potomac,IL,61865,27385 N. Road 620 East,Vermilion,40.357581,-87.825839,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,28032.316,22134.3,5885.5,12.516,,,,,,,,,,22152.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MIAMI UNIVERSITY (1409090081),1005305,Oxford,OH,45056,101 South Fisher Drive,Butler,39.5095,-84.7345,611310,C,Other,41382.066,41183.3,74.5,124.266,,,,,,,,,,41382.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MICHELIN NORTH AMERICA ARDMORE PLANT,1004503,Ardmore,OK,73401,1101 Michelin RD.,Carter,34.176369,-97.16936,326211,C,Other,1260.096,1259,0.5,0.596,,,,,,,,,,1260.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MICHIGAN ETHANOL dba POET biorefining - Caro,1004584,Caro,MI,48723,1551 EMPIRE DRIVE,Tuscola,43.472883,-83.410497,325193,C,Other,86764.324,86675,40.75,48.574,,,,,,,,,,86764.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MICHIGAN REFININGDIVISION DETROIT REFINERY,1006388,Detroit,MI,48217,1300 SOUTH FORT STREET,Wayne,42.282182,-83.158756,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",884668.054,877381.2,5007.75,2279.104,,,,,,,,,,591411.834,,,,,,,,,,,,,,,,,,,293256.22,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MICHIGAN STATE UNIVERSITY,1001250,East Lansing,MI,48824,354 Service Rd.,Ingham,42.7178,-84.4836,611310,C,Other,436465.836,435212,469.5,784.336,,,,,,,,,4413,436465.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
MICHIGAN STATE UNIVERSITY,1001821,East Lansing,MI,48824,"426 Auditorium Road, Room 450",Ingham,42.726917,-84.483056,611310,C,Other,18242.5,18217.1,10.5,14.9,,,,,,,,,1283.2,18242.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MICHIGAN SUGAR CO - CARO FACTORY,1006312,Caro,MI,48723,819 PENINSULAR ST,Tuscola,43.4807,-83.3963,311313,"C,S",Minerals,65273.066,65175.6,40.25,57.216,,,,,,,,,,57195.466,,,,,,,,,,,,,,8077.6,,,,,,,,,,,,,,,,,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MICHIGAN SUGAR CO - CROSWELL FACTORY,1004477,Croswell,MI,48422,159 S. HOWARD ST.,Sanilac,43.266053,-82.619552,311313,"C,S",Minerals,66682.87,66471,80.75,131.12,,,,,,,,,,57220.27,,,,,,,,,,,,,,9462.6,,,,,,,,,,,,,,,,,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,
MICHIGAN SUGAR COMPANY - Bay City,1005758,Bay City,MI,48706,2600 S. EUCLID AVE.,Bay,43.57674,-83.91604,311313,"C,S",Minerals,153822.614,153598.1,92.5,132.014,,,,,,,,,,132825.614,,,,,,,,,,,,,,20997,,,,,,,,,,,,,,,,,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,
